-0.396, -0.89, 0.041, 0.057, 0.054, 0.098
-0.396, -0.89, 0.041, 0.016, 0.002, -0.008
-0.396, -0.89, 0.041, 0.066, 0.052, -0.053
-0.396, -0.89, 0.041, 0.019, 0.017, 0.021
-0.396, -0.89, 0.041, 0.03, 0.022, 0.055
-0.396, -0.89, 0.041, 0.032, -0.001, 0.04
-0.396, -0.89, 0.041, 0.009, 0.005, 0.007
-0.396, -0.89, 0.041, 0.037, 0.029, 0.017
-0.396, -0.89, 0.041, 0.006, 0.005, -0.007
-0.396, -0.89, 0.041, 0.016, 0.096, 0.193
-0.396, -0.89, 0.041, 0.078, 0.122, 0.095
-0.396, -0.89, 0.041, 0.052, 0.079, 0.109
-0.396, -0.89, 0.041, 0.046, 0.051, -0.004
-0.396, -0.89, 0.041, 0.033, 0.088, 0.123
-0.396, -0.89, 0.041, 0.011, -0.001, -0.018
-0.396, -0.89, 0.041, 0.053, 0.025, -0.019
-0.396, -0.89, 0.041, 0.019, 0.023, -0.012
-0.396, -0.89, 0.041, 0.0, -0.008, 0.047
-0.396, -0.89, 0.041, 0.071, 0.083, -0.023
-0.396, -0.89, 0.041, 0.029, 0.065, -0.025
-0.396, -0.89, 0.041, 0.009, -0.004, 0.011
-0.396, -0.89, 0.041, 0.015, 0.094, -0.033
-0.396, -0.89, 0.041, 0.019, 0.026, -0.006
-0.396, -0.89, 0.041, 0.01, 0.008, -0.007
-0.396, -0.89, 0.041, 0.08, 0.126, 0.102
-0.396, -0.89, 0.041, -0.002, 0.03, 0.014
-0.396, -0.89, 0.041, 0.011, 0.004, -0.004
-0.396, -0.89, 0.041, 0.023, 0.06, -0.031
-0.396, -0.89, 0.041, 0.036, 0.026, 0.105
-0.396, -0.89, 0.041, 0.047, 0.039, 0.079
-0.396, -0.89, 0.041, 0.04, 0.038, -0.025
-0.396, -0.89, 0.041, 0.004, 0.001, 0.017
-0.396, -0.89, 0.041, 0.041, 0.034, -0.006
-0.396, -0.89, 0.041, 0.01, 0.094, 0.016
-0.396, -0.89, 0.041, 0.03, 0.046, -0.007
-0.396, -0.89, 0.041, 0.033, 0.028, -0.03
-0.396, -0.89, 0.041, 0.061, 0.038, 0.105
-0.396, -0.89, 0.041, 0.007, 0.007, -0.002
-0.396, -0.89, 0.041, 0.056, 0.046, -0.019
-0.396, -0.89, 0.041, 0.099, 0.059, 0.013
-0.396, -0.89, 0.041, 0.077, 0.039, 0.007
-0.396, -0.89, 0.041, 0.014, 0.001, 0.006
-0.396, -0.89, 0.041, 0.014, -0.001, -0.001
-0.396, -0.89, 0.041, 0.023, -0.006, 0.024
-0.396, -0.89, 0.041, 0.053, 0.009, -0.002
-0.396, -0.89, 0.041, 0.059, 0.036, -0.018
-0.396, -0.89, 0.041, 0.03, 0.0, -0.002
-0.396, -0.89, 0.041, 0.069, 0.042, -0.007
-0.396, -0.89, 0.041, 0.043, 0.047, -0.01
-0.396, -0.89, 0.041, 0.014, -0.004, -0.023
-0.396, -0.89, 0.041, 0.055, 0.019, -0.009
-0.396, -0.89, 0.041, 0.069, 0.049, 0.1
-0.396, -0.89, 0.041, 0.056, 0.04, 0.01
-0.396, -0.89, 0.041, 0.104, 0.048, -0.038
-0.396, -0.89, 0.041, 0.009, 0.12, 0.167
-0.396, -0.89, 0.041, 0.022, 0.01, 0.007
-0.396, -0.89, 0.041, 0.027, 0.057, -0.015
-0.396, -0.89, 0.041, 0.045, 0.145, 0.13
-0.396, -0.89, 0.041, 0.047, 0.082, 0.113
-0.396, -0.89, 0.041, 0.019, 0.02, -0.001
-0.396, -0.89, 0.041, 0.073, 0.135, 0.073
-0.396, -0.89, 0.041, 0.026, 0.078, -0.03
-0.396, -0.89, 0.041, 0.021, 0.004, 0.0
-0.396, -0.89, 0.041, 0.004, 0.006, -0.017
-0.396, -0.89, 0.041, 0.055, 0.016, 0.03
-0.396, -0.89, 0.041, 0.051, -0.008, -0.001
-0.396, -0.89, 0.041, 0.055, 0.068, -0.018
-0.396, -0.89, 0.041, 0.052, 0.055, -0.004
-0.396, -0.89, 0.041, 0.023, 0.012, 0.023
-0.396, -0.89, 0.041, 0.084, 0.045, 0.0
-0.396, -0.89, 0.041, 0.03, 0.01, 0.052
-0.396, -0.89, 0.041, 0.043, 0.052, -0.026
-0.396, -0.89, 0.041, 0.054, 0.028, -0.015
-0.396, -0.89, 0.041, 0.005, -0.004, -0.015
-0.396, -0.89, 0.041, 0.044, 0.05, 0.021
-0.396, -0.89, 0.041, 0.026, 0.021, 0.026
-0.396, -0.89, 0.041, 0.025, 0.006, 0.001
-0.396, -0.89, 0.041, 0.046, 0.077, 0.17
-0.396, -0.89, 0.041, 0.044, 0.02, 0.089
-0.396, -0.89, 0.041, 0.015, 0.007, 0.013
-0.396, -0.89, 0.041, 0.014, 0.049, 0.013
-0.396, -0.89, 0.041, 0.051, 0.054, -0.015
-0.396, -0.89, 0.041, 0.099, 0.07, -0.001
-0.396, -0.89, 0.041, 0.033, 0.018, 0.005
-0.396, -0.89, 0.041, 0.051, 0.043, -0.034
-0.396, -0.89, 0.041, 0.071, 0.06, 0.028
-0.396, -0.89, 0.041, 0.019, -0.003, 0.021
-0.396, -0.89, 0.041, 0.034, 0.039, -0.015
-0.396, -0.89, 0.041, 0.077, 0.03, 0.102
-0.396, -0.89, 0.041, 0.086, 0.084, -0.071
-0.396, -0.89, 0.041, 0.074, 0.061, -0.029
-0.396, -0.89, 0.041, 0.007, 0.01, 0.016
-0.396, -0.89, 0.041, 0.056, 0.037, -0.027
-0.396, -0.89, 0.041, 0.022, -0.001, -0.007
-0.396, -0.89, 0.041, 0.007, 0.005, -0.014
-0.396, -0.89, 0.041, 0.019, 0.006, 0.019
-0.396, -0.89, 0.041, 0.021, -0.006, -0.012
-0.396, -0.89, 0.041, 0.019, 0.005, -0.02
-0.396, -0.89, 0.041, 0.022, 0.012, 0.009
-0.396, -0.89, 0.041, 0.045, 0.049, -0.01
-0.396, -0.89, 0.041, 0.068, 0.05, -0.027
-0.396, -0.89, 0.041, 0.026, 0.09, 0.115
-0.396, -0.89, 0.041, 0.052, 0.021, -0.013
-0.396, -0.89, 0.041, 0.027, 0.008, 0.014
-0.396, -0.89, 0.041, 0.022, 0.011, 0.026
-0.396, -0.89, 0.041, 0.062, 0.032, 0.012
-0.396, -0.89, 0.041, 0.022, 0.01, 0.002
-0.396, -0.89, 0.041, 0.062, 0.029, -0.035
-0.396, -0.89, 0.041, 0.045, 0.028, -0.031
-0.396, -0.89, 0.041, 0.021, -0.005, -0.017
-0.396, -0.89, 0.041, 0.055, 0.055, -0.007
-0.396, -0.89, 0.041, 0.047, 0.105, 0.119
-0.396, -0.89, 0.041, 0.043, 0.111, 0.148
-0.396, -0.89, 0.041, 0.017, 0.022, 0.035
-0.396, -0.89, 0.041, 0.051, 0.055, -0.054
-0.396, -0.89, 0.041, 0.015, 0.083, 0.139
-0.396, -0.89, 0.041, 0.051, 0.02, -0.015
-0.396, -0.89, 0.041, 0.02, -0.005, -0.001
-0.396, -0.89, 0.041, 0.02, 0.043, -0.032
-0.396, -0.89, 0.041, 0.029, 0.012, 0.014
-0.396, -0.89, 0.041, 0.067, 0.079, 0.004
-0.396, -0.89, 0.041, 0.072, 0.068, -0.029
-0.396, -0.89, 0.041, 0.05, 0.109, 0.1
-0.396, -0.89, 0.041, 0.012, 0.004, 0.0
-0.396, -0.89, 0.041, 0.015, 0.004, 0.005
-0.396, -0.89, 0.041, 0.042, 0.039, -0.035
-0.396, -0.89, 0.041, 0.055, 0.063, 0.009
-0.396, -0.89, 0.041, 0.048, 0.062, 0.002
-0.396, -0.89, 0.041, 0.111, 0.047, 0.106
-0.396, -0.89, 0.041, 0.065, 0.095, -0.066
-0.396, -0.89, 0.041, -0.002, -0.015, -0.012
-0.396, -0.89, 0.041, 0.089, -0.004, 0.031
-0.396, -0.89, 0.041, 0.07, 0.043, 0.005
-0.396, -0.89, 0.041, 0.02, 0.006, 0.0
-0.396, -0.89, 0.041, 0.02, 0.011, 0.017
-0.396, -0.89, 0.041, 0.056, 0.058, -0.023
-0.396, -0.89, 0.041, 0.025, 0.038, 0.029
-0.396, -0.89, 0.041, 0.053, 0.027, -0.003
-0.396, -0.89, 0.041, 0.073, 0.004, 0.069
-0.396, -0.89, 0.041, 0.024, 0.0, -0.009
-0.396, -0.89, 0.041, 0.022, 0.006, -0.016
-0.396, -0.89, 0.041, 0.064, 0.026, 0.03
-0.396, -0.89, 0.041, 0.124, 0.036, -0.013
-0.396, -0.89, 0.041, 0.05, 0.024, 0.026
-0.396, -0.89, 0.041, 0.003, 0.049, 0.021
-0.396, -0.89, 0.041, 0.034, 0.007, -0.015
-0.396, -0.89, 0.041, 0.061, 0.066, -0.011
-0.396, -0.89, 0.041, 0.066, 0.089, -0.038
-0.396, -0.89, 0.041, 0.056, 0.071, -0.009
-0.396, -0.89, 0.041, 0.023, 0.013, 0.011
-0.396, -0.89, 0.041, 0.021, 0.004, 0.015
-0.396, -0.89, 0.041, 0.036, 0.022, -0.002
-0.396, -0.89, 0.041, 0.037, 0.057, 0.021
-0.396, -0.89, 0.041, 0.001, 0.009, 0.024
-0.396, -0.89, 0.041, 0.024, 0.008, 0.02
-0.396, -0.89, 0.041, 0.032, 0.048, 0.0
-0.396, -0.89, 0.041, 0.106, 0.029, -0.008
-0.396, -0.89, 0.041, 0.006, 0.078, 0.176
-0.396, -0.89, 0.041, 0.092, 0.024, 0.084
-0.396, -0.89, 0.041, 0.028, 0.029, 0.01
-0.396, -0.89, 0.041, 0.082, 0.084, -0.063
-0.396, -0.89, 0.041, 0.051, 0.064, 0.012
-0.396, -0.89, 0.041, 0.05, 0.046, 0.028
-0.396, -0.89, 0.041, 0.067, 0.117, 0.097
-0.396, -0.89, 0.041, 0.013, 0.012, 0.023
-0.396, -0.89, 0.041, 0.106, 0.026, -0.017
-0.396, -0.89, 0.041, 0.016, -0.005, -0.022
-0.396, -0.89, 0.041, 0.009, -0.003, 0.017
-0.396, -0.89, 0.041, 0.009, 0.006, 0.03
-0.396, -0.89, 0.041, 0.064, 0.048, 0.011
-0.396, -0.89, 0.041, 0.089, 0.087, -0.029
-0.396, -0.89, 0.041, 0.046, 0.108, 0.047
-0.396, -0.89, 0.041, -0.002, 0.109, 0.055
-0.396, -0.89, 0.041, 0.04, 0.1, 0.055
-0.396, -0.89, 0.041, 0.013, 0.033, -0.028
-0.396, -0.89, 0.041, 0.055, 0.035, -0.024
-0.396, -0.89, 0.041, 0.058, 0.041, 0.003
-0.396, -0.89, 0.041, 0.081, 0.048, -0.031
-0.396, -0.89, 0.041, -0.044, 0.096, -0.047
-0.396, -0.89, 0.041, 0.026, 0.104, 0.154
-0.396, -0.89, 0.041, 0.003, 0.088, -0.069
-0.396, -0.89, 0.041, -0.07, 0.074, -0.046
-0.396, -0.89, 0.041, -0.042, 0.085, -0.044
-0.396, -0.89, 0.041, 0.004, 0.082, -0.02
-0.396, -0.89, 0.041, 0.15, 0.081, 0.143
-0.396, -0.89, 0.041, 0.006, 0.02, -0.012
-0.396, -0.89, 0.041, 0.037, 0.038, -0.015
-0.396, -0.89, 0.041, 0.005, 0.005, -0.024
-0.396, -0.89, 0.041, 0.009, 0.006, -0.006
-0.396, -0.89, 0.041, -0.039, 0.136, -0.133
-0.396, -0.89, 0.041, 0.068, 0.014, 0.04
-0.396, -0.89, 0.041, 0.008, 0.147, -0.079
-0.396, -0.89, 0.041, 0.031, 0.023, -0.041
-0.395, -0.89, 0.042, 0.001, -0.031, 0.054
-0.396, -0.89, 0.041, 0.026, 0.044, -0.021
-0.396, -0.89, 0.042, 0.015, -0.041, 0.036
-0.396, -0.89, 0.042, 0.0, 0.028, 0.186
-0.396, -0.89, 0.042, 0.069, -0.031, 0.119
-0.396, -0.89, 0.041, 0.066, 0.191, -0.021
-0.396, -0.89, 0.041, 0.034, 0.112, -0.034
-0.395, -0.89, 0.041, 0.011, 0.216, 0.051
-0.396, -0.89, 0.041, 0.08, 0.126, 0.131
-0.396, -0.89, 0.041, 0.085, 0.145, 0.103
-0.396, -0.89, 0.041, 0.069, 0.134, 0.123
-0.396, -0.89, 0.041, 0.116, 0.163, 0.01
-0.396, -0.89, 0.041, 0.118, 0.187, 0.002
-0.396, -0.89, 0.041, 0.028, 0.013, -0.018
-0.396, -0.89, 0.041, 0.015, 0.025, -0.032
-0.396, -0.89, 0.042, -0.016, 0.028, 0.159
-0.396, -0.89, 0.041, 0.029, 0.015, 0.075
-0.396, -0.89, 0.041, 0.08, 0.084, 0.244
-0.396, -0.89, 0.041, 0.019, 0.01, 0.019
-0.396, -0.89, 0.041, 0.034, 0.015, 0.024
-0.396, -0.89, 0.041, 0.025, 0.015, 0.012
-0.396, -0.89, 0.041, 0.015, -0.002, -0.011
-0.396, -0.89, 0.041, 0.006, -0.012, -0.056
-0.396, -0.89, 0.041, 0.026, -0.001, -0.044
-0.396, -0.89, 0.041, 0.019, -0.011, -0.098
-0.396, -0.89, 0.041, 0.065, 0.061, -0.095
-0.396, -0.89, 0.041, 0.022, 0.008, -0.061
-0.396, -0.89, 0.041, 0.036, 0.033, -0.038
-0.396, -0.89, 0.041, 0.022, 0.0, -0.046
-0.396, -0.89, 0.041, 0.124, 0.044, 0.049
-0.396, -0.89, 0.041, 0.066, 0.041, -0.083
-0.396, -0.89, 0.041, 0.037, 0.009, 0.013
-0.396, -0.89, 0.041, 0.063, 0.023, 0.048
-0.396, -0.89, 0.041, 0.167, 0.099, 0.093
-0.396, -0.89, 0.041, 0.126, 0.086, 0.153
-0.396, -0.89, 0.041, 0.185, 0.083, 0.099
-0.396, -0.89, 0.041, 0.116, 0.01, 0.098
-0.396, -0.89, 0.041, 0.118, 0.059, -0.057
-0.396, -0.89, 0.041, 0.042, 0.049, 0.206
-0.396, -0.89, 0.041, 0.09, 0.069, 0.178
-0.396, -0.89, 0.041, 0.057, 0.013, 0.023
-0.396, -0.89, 0.041, 0.16, 0.026, -0.007
-0.396, -0.89, 0.041, 0.031, 0.025, 0.034
-0.396, -0.89, 0.041, 0.01, 0.029, 0.064
-0.396, -0.89, 0.041, 0.015, 0.015, 0.048
-0.396, -0.89, 0.041, 0.02, 0.039, 0.099
-0.396, -0.89, 0.041, 0.013, 0.032, 0.112
-0.396, -0.89, 0.041, 0.06, 0.068, 0.09
-0.396, -0.89, 0.041, 0.02, 0.058, 0.127
-0.396, -0.89, 0.042, 0.0, 0.056, 0.08
-0.395, -0.89, 0.042, -0.316, 0.153, -0.206
-0.395, -0.89, 0.042, -0.242, 0.169, -0.157
-0.395, -0.89, 0.042, -0.237, 0.157, -0.151
-0.396, -0.89, 0.041, -0.156, 0.162, -0.169
-0.395, -0.89, 0.042, -0.159, 0.139, -0.166
-0.396, -0.89, 0.041, 0.02, 0.054, -0.077
-0.396, -0.89, 0.041, 0.074, 0.134, 0.067
-0.396, -0.89, 0.042, 0.004, 0.079, 0.126
-0.396, -0.89, 0.041, 0.026, 0.077, 0.003
-0.396, -0.89, 0.041, 0.015, 0.104, -0.041
-0.396, -0.89, 0.042, -0.021, 0.028, 0.183
-0.396, -0.89, 0.042, 0.098, -0.02, 0.149
-0.396, -0.89, 0.041, 0.204, 0.182, -0.02
-0.396, -0.89, 0.041, 0.059, 0.078, 0.111
-0.396, -0.89, 0.041, 0.003, 0.018, -0.06
-0.396, -0.89, 0.041, 0.044, 0.074, 0.129
-0.396, -0.89, 0.041, 0.095, 0.112, 0.122
-0.396, -0.89, 0.041, 0.052, 0.03, 0.031
-0.396, -0.89, 0.041, 0.047, 0.03, 0.038
-0.396, -0.89, 0.041, 0.061, 0.049, -0.037
-0.396, -0.89, 0.041, 0.018, 0.099, -0.158
-0.396, -0.89, 0.041, -0.046, 0.116, -0.235
-0.396, -0.89, 0.041, 0.178, 0.098, -0.018
-0.396, -0.89, 0.041, 0.199, 0.07, 0.007
-0.396, -0.89, 0.041, 0.141, -0.023, 0.144
-0.396, -0.89, 0.041, 0.141, 0.042, 0.074
-0.396, -0.89, 0.041, 0.196, 0.167, 0.012
-0.396, -0.89, 0.041, 0.112, 0.115, 0.12
-0.396, -0.89, 0.041, 0.151, 0.14, 0.134
-0.396, -0.89, 0.041, 0.069, 0.033, -0.021
-0.396, -0.89, 0.041, -0.025, 0.073, -0.089
-0.395, -0.89, 0.041, 0.097, 0.111, 0.022
-0.396, -0.89, 0.041, 0.078, 0.096, 0.06
-0.396, -0.89, 0.041, 0.085, 0.098, 0.026
-0.396, -0.89, 0.041, 0.156, 0.09, 0.037
-0.396, -0.89, 0.041, 0.074, 0.079, -0.06
-0.396, -0.89, 0.041, 0.006, 0.055, -0.007
-0.395, -0.89, 0.041, -0.041, 0.118, -0.125
-0.395, -0.89, 0.041, -0.063, 0.114, -0.095
-0.395, -0.89, 0.041, -0.06, 0.082, -0.032
-0.395, -0.89, 0.041, -0.117, 0.149, -0.12
-0.395, -0.89, 0.042, -0.21, 0.167, -0.127
-0.395, -0.89, 0.042, -0.162, 0.257, -0.074
-0.395, -0.89, 0.042, -0.167, 0.206, -0.092
-0.395, -0.89, 0.042, -0.179, 0.185, -0.103
-0.395, -0.89, 0.042, -0.207, 0.192, -0.136
-0.395, -0.89, 0.042, -0.203, 0.177, -0.131
-0.395, -0.89, 0.042, -0.204, 0.182, -0.135
-0.395, -0.89, 0.042, -0.128, 0.182, -0.105
-0.396, -0.89, 0.042, 0.009, 0.062, 0.006
-0.396, -0.89, 0.042, -0.022, 0.089, 0.13
-0.395, -0.89, 0.042, 0.009, 0.15, 0.091
-0.396, -0.89, 0.042, 0.031, 0.12, 0.04
-0.396, -0.89, 0.042, -0.026, 0.039, 0.072
-0.396, -0.89, 0.042, -0.019, 0.026, -0.003
-0.396, -0.89, 0.042, -0.021, 0.01, 0.051
-0.396, -0.89, 0.041, 0.082, 0.116, 0.054
-0.396, -0.89, 0.042, -0.018, -0.082, 0.079
-0.396, -0.89, 0.042, 0.013, 0.044, 0.247
-0.396, -0.89, 0.042, 0.009, 0.07, 0.0
-0.396, -0.89, 0.041, 0.054, 0.097, 0.112
-0.396, -0.89, 0.041, 0.045, 0.14, -0.081
-0.396, -0.89, 0.041, 0.176, 0.2, -0.008
-0.396, -0.89, 0.041, 0.084, 0.079, 0.03
-0.396, -0.89, 0.041, 0.049, 0.079, 0.066
-0.396, -0.89, 0.041, 0.052, 0.056, 0.096
-0.396, -0.89, 0.041, 0.032, 0.067, 0.033
-0.396, -0.89, 0.041, 0.019, 0.054, 0.059
-0.396, -0.89, 0.041, 0.048, 0.083, 0.018
-0.396, -0.89, 0.041, 0.077, 0.076, 0.024
-0.396, -0.89, 0.041, 0.089, 0.065, 0.033
-0.396, -0.89, 0.041, 0.087, 0.088, 0.003
-0.396, -0.89, 0.041, 0.069, 0.103, 0.03
-0.396, -0.89, 0.041, 0.021, 0.037, 0.105
-0.396, -0.89, 0.041, 0.065, 0.056, 0.069
-0.396, -0.89, 0.041, 0.06, 0.094, 0.097
-0.396, -0.89, 0.041, 0.056, 0.08, 0.143
-0.396, -0.89, 0.041, 0.115, 0.132, 0.117
-0.396, -0.89, 0.041, 0.103, 0.123, 0.139
-0.396, -0.89, 0.042, 0.089, 0.116, 0.147
-0.396, -0.89, 0.041, 0.069, 0.089, 0.175
-0.396, -0.89, 0.041, 0.071, 0.119, 0.121
-0.396, -0.89, 0.041, -0.021, -0.011, -0.087
-0.396, -0.89, 0.041, 0.087, 0.063, 0.125
-0.396, -0.89, 0.041, 0.098, 0.048, 0.067
-0.396, -0.89, 0.041, 0.043, 0.017, -0.016
-0.396, -0.89, 0.041, 0.057, 0.05, -0.02
-0.396, -0.89, 0.041, 0.013, 0.075, 0.184
-0.396, -0.89, 0.042, -0.002, 0.081, 0.157
-0.396, -0.89, 0.041, 0.007, -0.018, -0.044
-0.396, -0.89, 0.041, 0.016, 0.021, -0.003
-0.396, -0.89, 0.041, 0.019, 0.016, 0.006
-0.396, -0.89, 0.041, 0.042, 0.012, -0.037
-0.396, -0.89, 0.041, 0.039, -0.043, 0.0
-0.396, -0.89, 0.042, -0.136, 0.181, -0.018
-0.395, -0.89, 0.042, -0.079, 0.16, -0.013
-0.395, -0.89, 0.042, -0.031, 0.16, 0.058
-0.396, -0.89, 0.041, 0.088, 0.15, -0.021
-0.396, -0.89, 0.041, 0.114, 0.166, 0.068
-0.396, -0.89, 0.041, 0.17, 0.136, 0.191
-0.396, -0.89, 0.041, 0.099, 0.13, 0.035
-0.396, -0.89, 0.041, 0.124, 0.059, 0.11
-0.396, -0.89, 0.041, 0.084, 0.021, 0.094
-0.396, -0.89, 0.041, 0.113, 0.015, 0.05
-0.396, -0.89, 0.041, 0.068, -0.028, 0.004
-0.396, -0.89, 0.041, 0.118, -0.048, 0.048
-0.396, -0.89, 0.041, 0.107, 0.003, -0.01
-0.396, -0.89, 0.041, 0.042, 0.007, 0.056
-0.396, -0.89, 0.041, 0.033, 0.013, 0.038
-0.396, -0.89, 0.041, 0.012, 0.008, -0.005
-0.396, -0.89, 0.041, 0.016, -0.009, 0.016
-0.396, -0.89, 0.041, 0.002, 0.0, -0.026
-0.396, -0.89, 0.041, 0.02, -0.009, -0.029
-0.396, -0.89, 0.041, -0.056, 0.023, -0.091
-0.396, -0.89, 0.041, -0.003, 0.065, -0.054
-0.396, -0.89, 0.041, 0.184, 0.023, -0.014
-0.396, -0.89, 0.041, 0.075, -0.037, -0.024
-0.396, -0.89, 0.041, -0.071, 0.019, -0.21
-0.396, -0.89, 0.041, 0.07, -0.002, -0.047
-0.396, -0.89, 0.041, -0.072, 0.026, -0.206
-0.396, -0.89, 0.041, -0.066, 0.038, -0.143
-0.396, -0.89, 0.041, -0.061, 0.054, -0.143
-0.396, -0.89, 0.041, -0.044, 0.083, -0.1
-0.396, -0.89, 0.041, -0.071, 0.071, -0.13
-0.396, -0.89, 0.041, 0.099, 0.012, 0.035
-0.396, -0.89, 0.041, -0.138, 0.088, -0.198
-0.396, -0.89, 0.041, -0.106, 0.057, -0.145
-0.396, -0.89, 0.041, -0.113, 0.101, -0.228
-0.396, -0.89, 0.041, -0.072, 0.295, -0.242
-0.396, -0.89, 0.041, -0.102, 0.036, -0.117
-0.396, -0.89, 0.041, -0.039, 0.066, -0.201
-0.396, -0.89, 0.041, -0.146, 0.081, -0.104
-0.396, -0.89, 0.041, -0.136, 0.071, 0.002
-0.396, -0.89, 0.041, -0.138, 0.079, -0.086
-0.396, -0.89, 0.041, -0.13, 0.105, -0.13
-0.396, -0.89, 0.041, -0.102, 0.078, -0.178
-0.396, -0.89, 0.041, -0.113, 0.061, -0.291
-0.396, -0.89, 0.041, -0.108, 0.024, -0.367
-0.396, -0.89, 0.041, -0.143, -0.008, -0.368
-0.396, -0.89, 0.041, -0.154, -0.019, -0.403
-0.396, -0.89, 0.041, -0.14, -0.15, -0.367
-0.396, -0.89, 0.041, 0.078, -0.028, -0.296
-0.396, -0.89, 0.041, -0.001, -0.11, -0.416
-0.396, -0.89, 0.041, 0.14, -0.087, -0.478
-0.396, -0.89, 0.041, 0.119, -0.029, 0.034
-0.396, -0.89, 0.041, 0.276, 0.063, 0.213
-0.396, -0.89, 0.041, 0.208, 0.036, 0.161
-0.396, -0.89, 0.041, -0.111, -0.107, -0.126
-0.396, -0.89, 0.041, -0.093, -0.015, -0.063
-0.396, -0.89, 0.041, -0.004, 0.05, 0.015
-0.396, -0.89, 0.041, 0.003, 0.109, 0.019
-0.396, -0.89, 0.041, -0.043, -0.005, -0.026
-0.396, -0.89, 0.041, -0.009, 0.001, 0.093
-0.396, -0.89, 0.041, -0.067, -0.035, 0.033
-0.396, -0.89, 0.041, -0.154, 0.004, -0.145
-0.396, -0.89, 0.041, -0.147, -0.018, -0.369
-0.396, -0.89, 0.041, -0.084, -0.045, -0.457
-0.396, -0.89, 0.041, -0.115, 0.051, -0.179
-0.396, -0.89, 0.041, 0.054, 0.259, -0.175
-0.396, -0.89, 0.041, -0.117, 0.114, -0.431
-0.396, -0.89, 0.041, -0.109, 0.049, -0.387
-0.396, -0.89, 0.041, -0.105, 0.016, -0.375
-0.396, -0.89, 0.041, -0.142, 0.02, -0.367
-0.396, -0.89, 0.041, -0.185, -0.02, -0.17
-0.396, -0.89, 0.041, -0.122, 0.017, -0.175
-0.396, -0.89, 0.042, -0.168, 0.065, -0.11
-0.396, -0.89, 0.041, -0.121, 0.051, -0.21
-0.395, -0.89, 0.041, 0.056, 0.164, -0.335
-0.396, -0.89, 0.041, -0.122, 0.022, -0.26
